'7774966443;Чистящее средство д/сантехники Cillit Bang 500 мл, лимонная свежесть;;Для чистки унитаза;лимон;;500;5% или более, но менее 15% соляная кислота, менее 5% амфотерные, катионные, неионогенные ПАВ, отдушка.;;100% удаление налета и ржавчины. Эффективно очищает загрязнения и придает аромат свежести и чистоты.
'7774967923;Картридж Cactus CS-Q5951A для HP LJ 4700;;лазерный;голубой;0;0;HP Color LaserJet 4700;;Совместимый картридж
'7774967924;Картридж Cactus CS-Q5952A для HP LJ 4700;;лазерный;желтый;0;0;HP Color LaserJet 4700;;Совместимый картридж
'7774967925;Картридж Cactus CS-Q5953A для HP LJ 4700;;лазерный;пурпурный;;;HP Color LaserJet 4700;;Совместимый картридж
'7774967926;Картридж Cactus CS-51640A для HP DJ1200/ DesignJet 230/250/330/350C/430/450/455/488/650C;;струйный;черный;;;HP DJ1200/ DesignJet 230/250/330/350C/430/450/455/;;Совместимый картридж
'7774967927;Картридж Cactus CS-C4906 для HP Officejet Pro 8000/8500 series;;струйный;черный;;;HP Officejet Pro 8000/8500 series;;Совместимый картридж
'7774967928;Картридж Cactus CS-C4907 для HP Officejet Pro 8000/8500 series;;струйный;голубой;;;HP Officejet Pro 8000/8500 series;;Совместимый картридж
'7774967929;Картридж Cactus CS-C4908 для HP Officejet Pro 8000/8500 series;;струйный;пурпурный;;;HP Officejet Pro 8000/8500 series;;Совместимый картридж
'7774967930;Картридж Cactus CS-C4909 для HP Officejet Pro 8000/8500 series;;струйный;желтый;;;HP Officejet Pro 8000/8500 series;;Совместимый картридж
'7774967931;Картридж Cactus CS-C5016A для HP Designjet 10ps/20ps/50ps/30/30n/30gp/90/90r/90gp/120/120nr/130/130n;;струйный;черный;;;HP Designjet 10ps/20ps/50ps/30/30n/30gp/90/90r/90g;;Совместимый картридж
'7774967932;Картридж Cactus CS-C6578D для HP DJ 900/1220C/PS P1000/P1100/1215/1218;;струйный;черный;;;HP DJ 900/1220C/PS P1000/P1100/1215/1218;;Совместимый картридж
'7774967933;Картридж Cactus CS-C6625A для HP DeskJet 816c/817C/825c series/840/841c/842c/843c/845c series;;струйный;черный;;;HP DeskJet 816c/817C/825c series/840/841c/842c/843;;Совместимый картридж
'7774967934;Картридж Cactus CS-C8767 для HP DJ5743/6543/6843,PS2613/2713/8153/8453OJ7313/7413;;струйный;черный;;;HP DJ5743/6543/6843,PS2613/2713/8153/8453OJ7313/74;;Совместимый картридж
'7774967935;Картридж Cactus CS-C9363 для HP DeskJet 460series/5740/5743/5793/5940/5943/6540/6543/6620/6623/6840/;;струйный;черный;;;HP DeskJet 460series/5740/5743/5793/5940/5943/6540;;Совместимый картридж
'7774967936;Картридж Cactus CS-C9364 для HP DJ PS8053/8753/5943/2573DJ5900/5940/6900/6940/6980/D4100/D4160;;струйный;черный;;;HP DJ PS8053/8753/5943/2573DJ5900/5940/6900/6940/;;Совместимый картридж
'7774967937;Картридж Cactus CS-C9370 для HP Designjet T1100/T1120/T1200/T610/T620/T770;;струйный;черный;;;HP Designjet T1100/T1120/T1200/T610/T620/T770;;Совместимый картридж
'7774967938;Картридж Cactus CS-C9371 для HP Designjet T1100/T1120/T1200/T610/T620/T770;;струйный;голубой;;;HP Designjet T1100/T1120/T1200/T610/T620/T770;;Совместимый картридж
'7774967939;Картридж Cactus CS-C9372 для HP Designjet T1100/T1120/T1200/T610/T620/T770;;струйный;пурпурный;;;HP Designjet T1100/T1120/T1200/T610/T620/T770;;Совместимый картридж
'7774967940;Картридж Cactus CS-C9373 для HP Designjet T1100/T1120/T1200/T610/T620/T770;;струйный;желтый;;;HP Designjet T1100/T1120/T1200/T610/T620/T770;;Совместимый картридж
'7774967941;Картридж Cactus CS-C9374 для HP Designjet T1100/T1120/T1200/T610/T620/T770;;струйный;серый;;;HP Designjet T1100/T1120/T1200/T610/T620/T770;;Совместимый картридж
'7774967942;Картридж Cactus CS-CB304 для HP Ps A516/A432/A433/A440/A441/A444/A526/A612/A618;;струйный;трехцветный;;;HP Ps A516/A432/A433/A440/A441/A444/A526/A612/A618;;Совместимый картридж
'7774967943;Картридж Cactus CS-CD972 для HP OfficeJet 6000, 6500, 7000, 7500A;;струйный;голубой;;;HP OfficeJet 6000, 6500, 7000, 7500A;;Совместимый картридж
'7774967944;Картридж Cactus CS-CD973 для HP OfficeJet 6000, 6500, 7000, 7500A;;струйный;пурпурный;;;HP OfficeJet 6000, 6500, 7000, 7500A;;Совместимый картридж
'7774967945;Картридж Cactus CS-CD974 для HP OfficeJet 6000, 6500, 7000, 7500A;;струйный;желтый;;;HP OfficeJet 6000, 6500, 7000, 7500A;;Совместимый картридж
'7774967946;Картридж Cactus CS-CD975 для HP OfficeJet 6000, 6500, 7000 Series;;струйный;черный;;;HP OfficeJet 6000, 6500, 7000, 7500A;;Совместимый картридж
'7774967947;Картридж Cactus CS-C1823D для HP 710c/720c/722c/815c/810c/880c/890c/895cXi/1120c/1125c Oj t45/t65/r4;;струйный;черный;;;HP 710c/720c/722c/815c/810c/880c/890c/895cXi/1120c;;Совместимый картридж
'7774967948;Картридж Cactus CS-C706 для Canon i-Sensys MF6530/6540PL/6550/6560PL/6580PL;;струйный;черный;;Canon i-Sensys MF6530/6540PL/6550/6560PL/6580PL;;Совместимый картридж
'7774967949;Картридж Cactus CS-C713 для Canon LBP3250;;струйный;черный;;Canon LBP3250;;Совместимый картридж
'7774967950;Картридж Cactus CS-C719 для Canon MF5840dn, MF5880dn, LBP6300dn, LBP6650dn;;струйный;черный;;Canon MF5840dn, MF5880dn, LBP6300dn, LBP6650dn;;Совместимый картридж
'7774967951;Картридж Cactus CS-C720 для Canon i-Sensys MF6680dn;;струйный;черный;;Canon i-Sensys MF6680dn;;Совместимый картридж
'7774967952;Картридж Cactus CS-C725 для Canon LBP-6000;;струйный;черный;;Canon LBP-6000;;Совместимый картридж
'7774967953;Картридж Cactus CS-C718BK для Canon LBP-7200;;струйный;черный;;Canon LBP-7200;;Совместимый картридж
'7774967954;Картридж Cactus CS-C718C для Canon LBP-7200;;струйный;голубой;;Canon LBP-7200;;Совместимый картридж
'7774967955;Картридж Cactus CS-C718M для Canon LBP-7200;;струйный;пурпурный;;Canon LBP-7200;;Совместимый картридж
'7774967956;Картридж Cactus CS-C718Y для Canon LBP-7200;;струйный;желтый;;Canon LBP-7200;;Совместимый картридж
'7774967957;Картридж Cactus CS-C716BK для Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;струйный;черный;;Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;Совместимый картридж
'7774967958;Картридж Cactus CS-C716C для Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;струйный;голубой;;Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;Совместимый картридж
'7774967959;Картридж Cactus CS-C716Y для Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;струйный;желтый;;Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;Совместимый картридж
'7774967960;Картридж Cactus CS-C716M для Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;струйный;пурпурный;;Canon i-Sensys MF8030Cn/8050Cn LBP5050/5050n;;Совместимый картридж
'7774967961;Картридж Cactus CS-C729BK для CANON i-SENSYS LBP7010C и LBP7018C;;струйный;черный;;CANON i-SENSYS LBP7010C и LBP7018C;;Совместимый картридж
'7774967962;Картридж Cactus CS-C729C для CANON i-SENSYS LBP7010C и LBP7018C;;струйный;голубой;;CANON i-SENSYS LBP7010C и LBP7018C;;Совместимый картридж
'7774967963;Картридж Cactus CS-C729M для CANON i-SENSYS LBP7010C и LBP7018C;;струйный;пурпурный;;CANON i-SENSYS LBP7010C и LBP7018C;;Совместимый картридж
'7774967964;Картридж Cactus CS-C729Y для CANON i-SENSYS LBP7010C и LBP7018C;;струйный;желтый;;CANON i-SENSYS LBP7010C и LBP7018C;;Совместимый картридж
'7774967965;Картридж CACTUS  CS-CL38 для Canon iP1800/1900/2500/2600 MP140/190/210/220/470 MX300/310;;струйный;черный;;;Canon iP1800/1900/2500/2600 MP140/190/210/220/470;;Совместимый картридж
'7774967966;Картридж CACTUS  CS-PG37 для Canon iP1800/1900/2500/2600 MP140/190/210/220/470 MX300/310;;струйный;черный;;;Canon iP1800/1900/2500/2600 MP140/190/210/220/470;;Совместимый картридж
'7774967967;Картридж CACTUS  CS-PG512 для Canon MP240/250/260/270/272/480/490/492 MX320/330;;струйный;черный;;;Canon MP240/250/260/270/272/480/490/492 MX320/330;;Совместимый картридж
'7774967968;Картридж CACTUS  CS-CL511 для Canon MP240/250/260/270/272/480/490/492 MX320/330;;струйный;черный;;;Canon MP240/250/260/270/272/480/490/492 MX320/330;;Совместимый картридж
'7774967969;Картридж CACTUS  CS-CL513 для Canon MP240/250/260/270/272/480/490/492 MX320/330;;струйный;черный;;;Canon MP240/250/260/270/272/480/490/492 MX320/330;;Совместимый картридж
'7774967970;Картридж Cactus CS-EXV11 для Canon iR 2230/2270/2870/3225/3570;;струйный;черный;;Canon iR 2230/2270/2870/3225/3570;;Совместимый картридж
'7774967971;Картридж Cactus CS-EPS189 для Epson AcuLaser С1100/CX11;;Совместимый картридж;EPSON AcuLaser C1100/C1100N/CX11/CX11N/CX11NF/CX11;струйный;голубой
'7774967972;Картридж Cactus CS-EPS188 для Epson AcuLaser С1100/CX11;;Совместимый картридж;EPSON AcuLaser C1100/C1100N/CX11/CX11N/CX11NF/CX11;струйный;пурпурный
'7774967973;Картридж Cactus CS-EPS187 для Epson AcuLaser С1100/CX11;;Совместимый картридж;EPSON AcuLaser C1100/C1100N/CX11/CX11N/CX11NF/CX11;струйный;желтый
'7774967974;Картридж Cactus CS-LQ1000 для Epson LQ-1000/1050 + /1010, LQ-1070/1170;;;черный;0;Epson LQ-1000/1050 + /1010, LQ-1070/1170;;
'7774967975;Картридж Cactus CS-D3050A для Samsung ML3050/3051ND;;лазерный;черный;;;Samsung ML3050/3051ND;;Совместимый картридж
'7774967976;Картридж Cactus CS-S1630 для Samsung ML-1630/SCX-4500;;лазерный;черный;;;Samsung ML-1630/SCX-4500;;Совместимый картридж
'7774967977;Картридж Cactus CS-D103L для Samsung SCX-4728FD, ML-2955ND/2955DW;;лазерный;черный;;;Samsung SCX-4728FD, ML-2955ND/2955DW;;Совместимый картридж
'7774967978;Картридж Cactus CS-D105S для Samsung ML-1910/1915/2525/2580N/SCX-4600/4623F/4623FN;;лазерный;черный;;;Samsung ML-1910/1915/2525/2580N/SCX-4600/4623F/462;;Совместимый картридж
'7774967979;Картридж Cactus CS-D205E для Samsung SCX-5637FR/ ML 3710;;лазерный;черный;;;Samsung SCX-5637FR/ ML 3710;;Совместимый картридж
'7774967980;Картридж Cactus CS-D205L для Samsung ML-3310D/3310ND/ML-3710D/3710ND/SCX-4833FD/4833FR/5637FR;;лазерный;черный;;;Samsung ML-3310D/3310ND/ML-3710D/3710ND/SCX-4833FD;;Совместимый картридж
'7774967981;Картридж Cactus CS-D208S для Samsung SCX-5635FN/SCX-5835FN;;лазерный;черный;;;Samsung SCX-5635FN/SCX-5835FN;;Совместимый картридж
'7774967982;Картридж Cactus CS-S4216 для Samsung SF-750/SCX-4016/4116/4216F;;лазерный;черный;;;Samsung SF-750/SCX-4016/4116/4216F;;Совместимый картридж
'7774967983;Картридж Cactus CS-S4521 для Samsung SCX-4321/SCX-4521F;;лазерный;черный;;;Samsung SCX-4321/SCX-4521F;;Совместимый картридж
'7774967984;Картридж Cactus CS-D4725A для Samsung SCX-4725F/4725FN;;лазерный;черный;;;Samsung SCX-4725F/4725FN;;Совместимый картридж
'7774967985;Картридж Cactus CS-PH6121C для Xerox Phaser 6121 MFP;;лазерный;голубой;;;Xerox Phaser 6121 MFP;;Совместимый картридж
'7774967986;Картридж Cactus CS-PH6121M для Xerox Phaser 6121 MFP;;лазерный;пурпурный;;;Xerox Phaser 6121 MFP;;Совместимый картридж
'7774967987;Картридж Cactus CS-PH6121Y для Xerox Phaser 6121 MFP;;лазерный;желтый;;;Xerox Phaser 6121 MFP;;Совместимый картридж
'7774967988;Картридж Cactus CS-PH6121B для Xerox Phaser 6121 MFP;;лазерный;черный;;;Xerox Phaser 6121 MFP;;Совместимый картридж
'7774967989;Картридж Cactus CS-WC3210X для Xerox WC 3210/3220;;лазерный;черный;;4000;Xerox WC 3210/3220;;Совместимый картридж
'7774967990;Картридж Cactus CS-TN2275 для Brother HL22xx;;струйный;черный;;;Brother HL22xx;;Совместимый картридж
'7774967991;Картридж Cactus CS-TN2235 для Brother HL22xx;;струйный;черный;;;Brother HL22xx;;Совместимый картридж
'7774967992;Картридж Cactus CS-TN8000 для Brother MFC  9070/9160/9180/4800;;струйный;черный;;;Brother MFC  9070/9160/9180/4800;;Совместимый картридж
'7774967993;Картридж Cactus CS-TN3170 для Brother HL-5240/5250DN/ 5270DN/ DCP-8065DN/MFC-8860DN;;струйный;черный;;;Brother HL-5240/5250DN/ 5270DN/ DCP-8065DN/MFC-886;;Совместимый картридж
'7774967994;Картридж Cactus CS-TN3280 для Brother  HL-5340D/5350DN/5370DW/5380DN,DCP-8085DN/8080DN/8380DN/8480DN;;струйный;черный;0;0;Brother  HL-5340D/5350DN/5370DW/5380DN,DCP-8085DN/;;Совместимый картридж
'7774967995;Картридж Cactus CS-TTRP136 для Panasonic KX-F969/1010/1015/1016/1110/1116;;лазерный;черный;;;Panasonic KX-F969/1010/1015/1016/1110/1116;;Совместимый картридж
'7774967996;Картридж Cactus CS-ERC31 для Epson ERC 31/TM-930/TM-950;;;<>;;Epson ERC 31/TM-930/TM-950;;
'7774967997;Картридж к HP LJ Pro 400 M401/M425, черный, CF280A;;;черный;2700;HP LJ Pro 400 M401/Pro 400 MFP M425;;
'7774967998;Картридж к HP LJ Pro 400 M401/Pro 400 MFP M425    CF280X   черный;;;черный;6900;HP LJ Pro 400 M401/Pro 400 MFP M425;;
'7774967999;Картридж к Canon LBP-7200  черный     718BK;;Canon LBP-7200;2900;черный
'7774968000;Картридж к Canon LBP-7200 синий  718C;;Canon LBP-7200;2900;синий
'7774968001;Картридж к Canon LBP-7200 пурпурный   718M;;;Canon LBP-7200;2900;пурпурный
'7774968002;Картридж к Canon LBP-7200  желтый    718Y;;Canon LBP-7200;2900;желтый
'7774968003;Картридж к CANON i-SENSYS LBP7010C/7018 C729BK черный;;;CANON i-SENSYS LBP7010C и LBP7018C;1200;черный
'7774968004;Картридж к CANON i-SENSYS LBP7010C/7018 C729C  синий;;CANON i-SENSYS LBP7010C и LBP7018C;1000;синий
'7774968005;Картридж к CANON i-SENSYS LBP7010C/7018 C729M пурпурный;;CANON i-SENSYS LBP7010C и LBP7018C;1000;желтый
'7774968006;Картридж к CANON i-SENSYS LBP7010C/7018 C729Y желтый;;CANON i-SENSYS LBP7010C и LBP7018C;1000;пурпурный
'7774968007;Картридж к Samsung SCX-4728FD, ML-2955ND/2955DWMLT-D103Lчерный;;;черный;;2500;Samsung SCX-4728FD, ML-2955ND/2955DW;;
'7774968008;Картридж к Phaser 3010/WC 3045 106R02181черный;;;черный;;1000;Phaser 3010/WorkCentre 3045;;
'7774968009;Картридж к Xerox Phaser 6000/6010/6015 106R01631  синий;;;синий;;1000;Phaser 6000/6010/6015;;
'7774968010;Картридж к Xerox Phaser 6000/6010/6015 106R01632  пурпурный;;;пурпурный;;1000;Phaser 6000/6010/6015;;
'7774968011;Картридж к Phaser 6000/6010/6015  106R01633  желтый;;;желтый;;1000;Phaser 6000/6010/6015;;
'7774968012;Картридж к Xerox Phaser 6000/6010/6015 106R01634  черный;;;черный;;2000;Phaser 6000/6010/6015;;
'7774968013;Картридж к Brother DCP-9010,HL-3040/3070,MFC-9120/9320  TN-230BK  черный;;;черный;2200;Brother DCP-9010, HL-3040, HL-3070,MFC-9120,MFC-93;;
'7774968014;Картридж к Brother DCP-9010,HL-3040/3070,MFC-9120/9320  TN-230C  синий;;;синий;1400;Brother DCP-9010, HL-3040, HL-3070,MFC-9120,MFC-93;;
'7774968015;Картридж к Brother DCP-9010,HL-3040/3070,MFC-9120/9320  TN-230M   пурпурный;;;пурпурный;1400;Brother DCP-9010, HL-3040, HL-3070,MFC-9120,MFC-93;;
'7774968016;Картридж к Brother DCP-9010,HL-3040/3070,MFC-9120/9320  TN-230Y  желтый;;;желтый;1400;Brother DCP-9010, HL-3040, HL-3070,MFC-9120,MFC-93;;
'7774968017;Клейкая лента 48мм/36м прозр., 40 мкм;;48;36;прозрачный;40;;упаковка;1;
'7774968018;Клейкая лента 48мм/50м прозр., 40 мкм;;48;50;прозрачный;40;;упаковка;1;
'7774968019;Клейкая лента 48мм/120м прозр., 40 мкм;;48;120;прозрачный;40;;упаковка;1;
'7774968020;Клейкая лента 48мм/57м прозр., 45 мкм;;48;57;прозрачный;45;;упаковка;1;
'7774968022;Клейкая лента двухсторонняя зеркальная 15мм/10м;;полипропилен на вспененной основе;белый;15;10
'7774968023;Пленка воздушно-пузырчатая двухслойная 2/75 1,2 м*20 м;;прозрачный;120;20;;2;;
'7774968024;Пакет-майка 30см+16смх55см, ПНД (100 шт.), ассорти;;полиэтилен низкого давления;ассорти;55;30;16;100;20;
'7774968025;Пакет-майка 38см+16смх65см, ПНД (100 шт.), золотая полоса;;полиэтилен низкого давления;ассорти;65;38;16;100;18;
'7774968026;Пакет-майка 37см+14смх70см, ПНД (100 шт.), прозрачный;;полиэтилен низкого давления;прозрачный;70;37;14;100;16;
'7774968027;Пакет-майка 43см+18смх70см, ПНД (100 шт.) чёрный;;полиэтилен низкого давления;;70;43;18;100;28;
'7774968028;Гриппер   60*80, 100 шт/уп;;полиэтилен высокого давления;80;60;100;
'7774968029;Гриппер   70*100, 100 шт/уп;;полиэтилен высокого давления;100;70;100;
'7774968030;Гриппер 100*150, 100 шт/уп;;полиэтилен высокого давления;150;100;100;
'7774968031;Шпагат упаковочный джутовый 690 м, 5-ниточный, в бобине по 1450 г;;690;2;;1450;джут;
'7774968032;Шпагат упаковочный п/пропилен.  3мм*60м, красный;;60;1.12;3;65;полипропилен;
'7774968033;Шпагат упаковочный п/пропилен.  3мм*60м, синий;;60;1.12;3;65;полипропилен;
'7774968034;Шпагат упаковочный п/пропилен.  3мм*60м, зеленый;;60;1.12;3;65;полипропилен;
'7774968035;Шпагат упаковочный п/пропилен.  3мм*60м, желтый;;60;1.12;3;65;полипропилен;
'7774968036;Клей-карандаш  8 гр. Avantre;;;;;;8;;Надёжно склеивает бумагу и фотографии.Исключительно долгий срок службы - 36 месяцев.Легко наносится.Не деформирует поверхность.Отстирывается от большинства тканей.Без запаха.Идеален для использования дома, в школе, офисе.;Ложь
'7774968037;Клей-карандаш 15 гр. Avantre;;;;;;15;;Надёжно склеивает бумагу и фотографии.Исключительно долгий срок службы - 36 месяцев.Легко наносится.Не деформирует поверхность.Отстирывается от большинства тканей.Без запаха.Идеален для использования дома, в школе, офисе.;Ложь
'7774968038;Клей-карандаш 20 гр. Avantre;;;;;;20;;Надёжно склеивает бумагу и фотографии.Исключительно долгий срок службы - 36 месяцев.Легко наносится.Не деформирует поверхность.Отстирывается от большинства тканей.Без запаха.Идеален для использования дома, в школе, офисе.;Ложь
'7774968039;Клей Avantre силикатный 45 мл;;45;;Истина;;;Идеально подходит для работы с бумагой. Легко наносится.Два аппликатора для точного или сплошного нанесения.Сдавливаемый корпус для регулировки интенсивности подачи клея.Абсолютно безопасен для здоровья.Легко отстирывается.
'7774968040;Клей Expert Complete силикатный 120 мл;;120;;Истина;;;Точно и ровно наносится на поверхность, подходит для склеивания бумаги, картона и фотою
'7774968041;Корректор+разбавитель Expert Complete;;;;;;корректор + разбавитель, 20мл+20мл, жидкость с кисточкой на химической основе
'7774968043;Нож канцелярский узкий Prisma TZ804;;;;;;;пластиковый корпус со стальным лезвием
'7774968044;Нож канцелярский широкий Prisma;;;;;;;пластиковый корпус со стальным лезвием, ширина лезвия 18мм
'7774968045;Ножницы Prisma 130 мм. ассорти;;;;;;сталь, пластиковые ручки с резиновыми вставки, длина 130 мм, цвет ассорти
'7774968046;Ножницы Prisma 160 мм. ассорти;;;;;;сталь, пластиковые ручки, длина 160 мм, цвет ассорти
'7774968047;Ножницы Prisma 180 мм. ассорти;;;;;;сталь, пластиковые ручки , длина 180 мм, цвет ассорти
'7774968049;Папка пластиковая Expert Complete. 4 отд.. на молнии. черная;;;;;;;;;;;4 кармана, черная с синим корешком, основной материал покрытия - текстурный пластик, отделка - прочный капроновый кант, цвет - черн
'7774968050;Папка пластиковая Expert Complete. 4 отд.. на молнии. синяя;;;;;;;;;;;4 кармана, черная с синим корешком, основной материал покрытия - текстурный пластик, отделка - прочный капроновый кант, цвет - син
'7774968051;Папка пластик с пружин.скоросш. Expert Complete Flexi . зеленая;;А4;пластик;0.45;зеленый;Ложь;<>;пружинный;0;Папки предназначены для повседневной работы с документами. Экологически чистые материалы и высокий уровень производственных технологий - гарантии качества и удобства изделий "FLEXI.
'7774968052;Папка пластик с пружин.скоросш. Expert Complete Flexi . синяя;;А4;пластик;0.45;синий;Ложь;<>;пружинный;0;Папки предназначены для повседневной работы с документами. Экологически чистые материалы и высокий уровень производственных технологий - гарантии качества и удобства изделий "FLEXI.
'7774968053;Папка пластик с пружин.скоросш. Expert Complete Flexi . красная;;А4;пластик;0.45;красный;Ложь;<>;пружинный;0;Папки предназначены для повседневной работы с документами. Экологически чистые материалы и высокий уровень производственных технологий - гарантии качества и удобства изделий "FLEXI.
'7774968054;Папка пластик с пружин.скоросш. Expert Complete Flexi . черная;;А4;пластик;0.45;черный;Ложь;<>;пружинный;0;Папки предназначены для повседневной работы с документами. Экологически чистые материалы и высокий уровень производственных технологий - гарантии качества и удобства изделий "FLEXI.
'7774968055;Корректор-ручка Edding, 8 мл          7700;;;;;применяется для исправления текста на всех видах бумаги, металлический наконечник, толщина линии 0,9-2мм, 8мл, колпачок с клипом
'7774968056;Портфель тканевый А4.  3 отд.. Вуокса;;А4;ткань/кожзам;320;390;<>;;Вуокса, изготовлен из ткани с отделкой из искусственной кожи, 3 отделения
'7774968057;Портфель тканевый А4.  1 отд.. Луга. ручки из тесьмы.  ассорти;;А4;ткань;370;260;ассорти;0;Луга, изготовлен из ткани, ручки из тесьмы,1 отделение
'7774968058;Портфель тканевый А3.  1 отд.. Любань. ручки из тесьмы. ассорти;;А3;ткань;;;ассорти;;Любань,изготовлен из ткани, ручки из тесьмы, 1 отделение, под А3 формат
'7774968061;Дырокол Rexel Easy Touch (до 30 л) с линейкой. белый;;металл;бело-синий;30;2;75;5;Истина;0;фиксация в закрытом виде, пластиковая подложка, прорезиненая вставка на крышке дырокола
'7774968062;Дырокол Rexel Easy Touch (до 30 л) с линейкой. черно-серый;;металл;черно-серый;30;2;75;5;Истина;0;фиксация в закрытом виде, пластиковая подложка, прорезиненая вставка на крышке дырокола
